what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1316068440909
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316068441737
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068443800
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068446253
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068457144
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316068458675
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068461347
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068464222
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068464347
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068464410
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1316068465144
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316068465691
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068466582
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068471097
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068471097
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068471238
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068477582
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316068479098
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068481363
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068483770
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068483879
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068483957
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1316068484645
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316068485207
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068486176
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068488145
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068489848
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1316068491723
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1316068494426
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316068498770
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068499051
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1316068502489
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068504270
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068504504
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068506582
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1316068510598
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.format",1316068511473
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068521755
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068546286
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316068548755
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068549005
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1316068552599
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068553568
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068553802
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068555833
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068569177
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316068571068
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068571349
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1316068573646
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068583959
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068588443
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.format",1316068599459
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068608834
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1316068609803
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.format",1316068610741
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068613147
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1316068615069
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068616116
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068616397
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068618085
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1316068621178
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068621975
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068622257
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068623788
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068627585
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068659101
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068660242
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068660242
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068660398
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068943622
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068948810
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068951732
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316068955341
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068962747
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068965544
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068965669
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068965748
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1316068966748
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316068967326
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1316068969544
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068973091
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068973091
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068973232
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068984201
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316068985545
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068986529
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068987029
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068987092
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1316068987123
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068991217
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068997498
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068997623
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068997686
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1316068998545
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316068999123
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316069001779
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1316069003483
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069005795
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069014920
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316069016202
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316069018295
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069019608
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069022202
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1316069022233
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316069024124
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069033671
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069047343
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316069048687
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069051046
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069053765
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316069053890
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316069053952
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316069057077
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316069059046
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1316069060640
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316069061843
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069063515
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069079547
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316069080812
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069083156
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069086390
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316069086515
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316069086594
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1316069087437
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316069088094
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1316069089875
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316069092484
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316069093375
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069095578
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069097516
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1316069097547
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316069099234
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316069104313
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069105938
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069105953
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069106078
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069122422
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316069123985
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069126657
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069133251
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316069133407
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316069133485
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316069138079
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316069141188
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1316069142860
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316069144063
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1316069147048
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.format",1316069147782
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069149376
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069149376
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069149517
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069156314
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316069159454
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316069161204
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1316069162001
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316069170970
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1316069174220
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069175439
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069175752
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316069177548
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1316069179689
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069180595
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316069180830
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316069182611
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1316069183549
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.format",1316069184486
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1316069224440
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1316069226034
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1316069228206
