what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316067438687
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1316067441125
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.format",1316067442156
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1316067446500
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316067448734
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1316067451375
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.format",1316067452265
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316067456812
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316067460406
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316067464859
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316067468250
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316067473547
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316067475985
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316067475985
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316067476125
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068145044
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316068147310
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068147560
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1316068150341
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316068155076
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068155326
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068164045
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316068166701
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068166935
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068177045
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068193717
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.navigate.backwardHistory",1316068193717
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068195983
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068195983
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068196092
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068211092
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068214592
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068219374
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316068222280
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068227093
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068232780
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068232890
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068232968
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1316068233858
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316068234515
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068241796
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068246640
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1316068246671
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068248296
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068250734
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068250734
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068250874
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068258687
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316068261656
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068263265
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068266640
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068279062
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316068283078
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068285766
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068291328
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068291438
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068291516
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1316068292485
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316068293313
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068297203
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1316068299032
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068299844
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068301516
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068303438
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068305297
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068305297
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068305407
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068347642
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316068351079
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068353783
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068356517
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068356611
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068356689
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1316068357642
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316068358189
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068360720
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068363720
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068363720
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068363845
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068376861
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316068385424
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068388127
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068400330
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316068402674
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068407706
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068408815
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068429956
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316068433831
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068436565
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316068439316
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068439425
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316068439487
