what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316065967018
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316065969252
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316065970378
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316065972596
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316065972596
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316065972753
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316065983237
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316065984940
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316065985003
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316065993362
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316066008378
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316066010472
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316066030019
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316066031988
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316066085583
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316066090302
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316066095052
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316066097474
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316066101021
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316066105489
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316066105568
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1316066105630
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1316066106599
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316066107411
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316066110474
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316066124334
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316066125927
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316066125943
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316066126068
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316066133474
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1316066136943
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316066138568
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1316066140146
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.format",1316066141225
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1316066143959
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316066145365
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316066145365
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316066145490
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316066159944
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1316066161069
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1316066163694
